date,hash_add_etherscan,mint_link_cryptoslam,nft,price_eth,price_usd,seller_profil_cryptoslam,seller_add,buyer_profil_cryptoslam,buyer_add
26 seconds ago,https://explorer.roninchain.com/tx/0xb519de774ef542a1ae42e2a2f4290b12b21bb1a2db7861ed435c7d893f1ad103,https://www.cryptoslam.io/axie-infinity/mint/771594,Axie #771594,0.08999 ETH,$253.75,https://www.cryptoslam.io/owner/0x1277f86c5f10760840783afc8330f23267924968,0x1277f86c5f10760840783afc8330f23267924968,https://www.cryptoslam.io/owner/0x56b0ebeb59b9afde28991876b1ba6fb01e9ee166,0x56b0ebeb59b9afde28991876b1ba6fb01e9ee166
26 seconds ago,https://explorer.roninchain.com/tx/0x66890b5ee699db353b85daa08b80892a519f3d4d30747cda5bafe069f2c668f6,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6522165,Axie Infinity (SN# 6522165),0.05210 ETH,$146.91,https://www.cryptoslam.io/owner/0x722af713dfc21996a7ab1cdd9da48e9fc8785698,0x722af713dfc21996a7ab1cdd9da48e9fc8785698,https://www.cryptoslam.io/owner/0xcf5a1ee0e3659157d70aa7e7eca7fb68c1893cd7,0xcf5a1ee0e3659157d70aa7e7eca7fb68c1893cd7
26 seconds ago,https://explorer.roninchain.com/tx/0x8abbde8efbfd58b91eaacea24421484cca8707b6e9f4300f16ece9bdf2e2cd1c,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6579889,Axie Infinity (SN# 6579889),0.07725 ETH,$217.83,https://www.cryptoslam.io/owner/0xe504e2a1106810008151b9950a3ed6f19f1e5f3d,0xe504e2a1106810008151b9950a3ed6f19f1e5f3d,https://www.cryptoslam.io/owner/0xb56e5d2b79a9f4a27669b8c0dca3e0c50c8a767a,0xb56e5d2b79a9f4a27669b8c0dca3e0c50c8a767a
26 seconds ago,https://explorer.roninchain.com/tx/0x3451059dc4972fd4d8bf128bc0d9ba6b24a7ac13be911ef2150f049bda5160d2,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6637757,Axie Infinity (SN# 6637757),0.15000 ETH,$422.96,https://www.cryptoslam.io/owner/0x1d43a2c80faa050ec7eeb4ef9b21fdf1b5c36139,0x1d43a2c80faa050ec7eeb4ef9b21fdf1b5c36139,https://www.cryptoslam.io/owner/0x8cfd7004ff9aec0024bba94ae755284b5801c775,0x8cfd7004ff9aec0024bba94ae755284b5801c775
26 seconds ago,https://explorer.roninchain.com/tx/0xcec95ef8a45ff16526eee2907f3c525bce1455cff55ba0b5b88835f3615b4471,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6584846,Axie Infinity (SN# 6584846),0.07873 ETH,$222.01,https://www.cryptoslam.io/owner/0x98cb54dcfe12fb22d39ad5126f692b4111e5547f,0x98cb54dcfe12fb22d39ad5126f692b4111e5547f,https://www.cryptoslam.io/owner/0x725b2937b863192e3af7a0d457cd621d014a1fc2,0x725b2937b863192e3af7a0d457cd621d014a1fc2
26 seconds ago,https://explorer.roninchain.com/tx/0x9bd933af6a865581323504f45e9e5a78d9069dfd570b0849ac1948bf43454c5e,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6553188,Axie Infinity (SN# 6553188),0.06800 ETH,$191.74,https://www.cryptoslam.io/owner/0x2750b9572ed2dfbe6eba13b393b99ecc1f3d3e58,0x2750b9572ed2dfbe6eba13b393b99ecc1f3d3e58,https://www.cryptoslam.io/owner/0xa9f3cfb252cde6802a28cecc0a622ba5ed36db80,0xa9f3cfb252cde6802a28cecc0a622ba5ed36db80
26 seconds ago,https://explorer.roninchain.com/tx/0xdda11a420cd8c81e17fd6dab6c66c4b953e47f51638b69d69a101acbe0f73cb7,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6650429,Axie Infinity (SN# 6650429),0.08350 ETH,$235.45,https://www.cryptoslam.io/owner/0x4808122e8c2abbc2be14a02d961c7ae8dd37db34,0x4808122e8c2abbc2be14a02d961c7ae8dd37db34,https://www.cryptoslam.io/owner/0xa7eb644a967396fb2e403f7454326850ed395b76,0xa7eb644a967396fb2e403f7454326850ed395b76
26 seconds ago,https://explorer.roninchain.com/tx/0x2214285b166c3c102038f4e241e073263d280a2d67b60b1478962f8cdaddd370,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6653367,Axie Infinity (SN# 6653367),0.10991 ETH,$309.93,https://www.cryptoslam.io/owner/0x2933d5075cea2617b5df412e2aa55a14a3087a41,0x2933d5075cea2617b5df412e2aa55a14a3087a41,https://www.cryptoslam.io/owner/0xe97a21a84eab23e6294b2a214fbc40dae00a952c,0xe97a21a84eab23e6294b2a214fbc40dae00a952c
29 seconds ago,https://explorer.roninchain.com/tx/0xa262dfea1f2ffa24cacea1cffbe48768137487022b41462f01457cdaf20a4b6d,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6458846,Axie Infinity (SN# 6458846),0.09955 ETH,$280.70,https://www.cryptoslam.io/owner/0x5d3a9347aebe4cec787180f05c8e57bc7fd6ee09,0x5d3a9347aebe4cec787180f05c8e57bc7fd6ee09,https://www.cryptoslam.io/owner/0xa15bab256ef422b6be46a71f6e5316d5756afc8c,0xa15bab256ef422b6be46a71f6e5316d5756afc8c
29 seconds ago,https://explorer.roninchain.com/tx/0xcbfb7c88646e515701d008e6b84ebcb13d1775f9b46d8c581e5e59199f8f8b89,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6641644,Axie Infinity (SN# 6641644),0.09753 ETH,$275.02,https://www.cryptoslam.io/owner/0x58416d5dd42281d99406fc860794795500262f01,0x58416d5dd42281d99406fc860794795500262f01,https://www.cryptoslam.io/owner/0xdaa3b74b3f13f0eb8cc69411f38c52acc1608c50,0xdaa3b74b3f13f0eb8cc69411f38c52acc1608c50
29 seconds ago,https://explorer.roninchain.com/tx/0x5731eee63a9d1080c3d250e30a59404c5da81ae3028e14999c3583a07271e360,https://www.cryptoslam.io/axie-infinity/mint/690052,Axie #690052,0.06018 ETH,$169.71,https://www.cryptoslam.io/owner/0xe4d28c2067f651c02343c418d97ea57e190d3e47,0xe4d28c2067f651c02343c418d97ea57e190d3e47,https://www.cryptoslam.io/owner/0x56b0ebeb59b9afde28991876b1ba6fb01e9ee166,0x56b0ebeb59b9afde28991876b1ba6fb01e9ee166
32 seconds ago,https://explorer.roninchain.com/tx/0x753de7d5259302e3e4f92888511d7df43c18724ef2c12aac4d236763a13f9149,https://www.cryptoslam.io/axie-infinity/mint/5115401,Axie #5115401,0.06500 ETH,$183.28,https://www.cryptoslam.io/owner/0x2c3d050f1e461096e30ecc1e115c5e6a45cff693,0x2c3d050f1e461096e30ecc1e115c5e6a45cff693,https://www.cryptoslam.io/owner/0x6c128fa4fa49d9b778d84bc6d32da3c47c5bdf65,0x6c128fa4fa49d9b778d84bc6d32da3c47c5bdf65
32 seconds ago,https://explorer.roninchain.com/tx/0xf455a0468a58f3c435dfea816e61f18e18dfb20411284f1e8ca0254b0015e475,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6238474,Axie Infinity (SN# 6238474),0.06995 ETH,$197.24,https://www.cryptoslam.io/owner/0xba45971b40bc8673abe9f42899a61594a82927e0,0xba45971b40bc8673abe9f42899a61594a82927e0,https://www.cryptoslam.io/owner/0xa6756dfe6aa9d3cee5899fc9105e987125470ff1,0xa6756dfe6aa9d3cee5899fc9105e987125470ff1
32 seconds ago,https://explorer.roninchain.com/tx/0x30f6636b5661dc9bc1441276db1d71ba60b24c7100a6251d57a1efb7c2aa9bc8,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6282619,Axie Infinity (SN# 6282619),0.12000 ETH,$338.37,https://www.cryptoslam.io/owner/0x5db817776ba473aedcbc5bf1f36e7ee9e827fb48,0x5db817776ba473aedcbc5bf1f36e7ee9e827fb48,https://www.cryptoslam.io/owner/0xa1c37457dee65d01118fd4e9cc785e1e5ee205d4,0xa1c37457dee65d01118fd4e9cc785e1e5ee205d4
32 seconds ago,https://explorer.roninchain.com/tx/0xfb6d996e3da377d54073d91b0708374b1430dbea3e0236153740e169cfc06226,https://www.cryptoslam.io/axie-infinity/mint/2387793,Axie #2387793,0.07000 ETH,$197.38,https://www.cryptoslam.io/owner/0x5972ebb02f1f20477563b55115311d229887c9e6,0x5972ebb02f1f20477563b55115311d229887c9e6,https://www.cryptoslam.io/owner/0xf41889814cbd9534c6db5ff365449558ce02e456,0xf41889814cbd9534c6db5ff365449558ce02e456
50 seconds ago,https://explorer.roninchain.com/tx/0x95aeda3d95b94f8c4167e74aa7d321cce7abeed1b0ad6b0a5e6b1d6eddc30a07,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6640873,Axie Infinity (SN# 6640873),0.09487 ETH,$267.50,https://www.cryptoslam.io/owner/0x6111d4d381352cb36297fcf59130dfbefc4ff76f,0x6111d4d381352cb36297fcf59130dfbefc4ff76f,https://www.cryptoslam.io/owner/0xde0d954a0dcbfd6cd36ceedd4f101ec41e2b23a1,0xde0d954a0dcbfd6cd36ceedd4f101ec41e2b23a1
50 seconds ago,https://explorer.roninchain.com/tx/0x7ed93d38739bbf3d1f16617251e462e6cd3bd840f4ee61d7f9ab237dcd8f00e5,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6519278,Axie Infinity (SN# 6519278),0.05960 ETH,$168.05,https://www.cryptoslam.io/owner/0x335d343cadb8db41ce470d47d83f61251fd79cef,0x335d343cadb8db41ce470d47d83f61251fd79cef,https://www.cryptoslam.io/owner/0xca613cca0f095d7ee3d712e720082fd323e978fc,0xca613cca0f095d7ee3d712e720082fd323e978fc
50 seconds ago,https://explorer.roninchain.com/tx/0x6d6ab4dfa052c5fd2e7b309e1d2bb688e0f25f0174a9ab964e0438064fe76046,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6408768,Axie Infinity (SN# 6408768),0.06493 ETH,$183.08,https://www.cryptoslam.io/owner/0x1706d973d6e59e7cc0d7d02d103d67257e194f70,0x1706d973d6e59e7cc0d7d02d103d67257e194f70,https://www.cryptoslam.io/owner/0xf3f14d36e8633ac229296ed6deed9c42076f33e5,0xf3f14d36e8633ac229296ed6deed9c42076f33e5
50 seconds ago,https://explorer.roninchain.com/tx/0xd5c0cc51a7b8944e93d43bb207c7335aa1bbd87592864ffbc080329d24cb1369,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6598377,Axie Infinity (SN# 6598377),0.08028 ETH,$226.38,https://www.cryptoslam.io/owner/0x540b5f70eed5dda59a5bc24c1f706192a3942126,0x540b5f70eed5dda59a5bc24c1f706192a3942126,https://www.cryptoslam.io/owner/0xf4e38ca2f5cdf32270bd152d099ee8697ae9e969,0xf4e38ca2f5cdf32270bd152d099ee8697ae9e969
50 seconds ago,https://explorer.roninchain.com/tx/0xd62721c60c28b0d35017700fb597a7ae4e6da7b3ec653bbcad94860031e6caed,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6625744,Axie Infinity (SN# 6625744),0.08867 ETH,$250.03,https://www.cryptoslam.io/owner/0xe47c8b178b8169051976c13c5c463e84465392d7,0xe47c8b178b8169051976c13c5c463e84465392d7,https://www.cryptoslam.io/owner/0x4bc86192a97f4cb442c64c90f5582dd7c691efa2,0x4bc86192a97f4cb442c64c90f5582dd7c691efa2
50 seconds ago,https://explorer.roninchain.com/tx/0x117b23c9f1101427960cceb4b2fb1c3eaa3a298f33edfd218cf7687db9a35086,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=5963638,Axie Infinity (SN# 5963638),0.05984 ETH,$168.74,https://www.cryptoslam.io/owner/0x89f9919a35e1817b2fe277f1cb85cc4e54d5e07d,0x89f9919a35e1817b2fe277f1cb85cc4e54d5e07d,https://www.cryptoslam.io/owner/0x492d0fb56ae9335b32c3d4318186e3daf1958e4b,0x492d0fb56ae9335b32c3d4318186e3daf1958e4b
50 seconds ago,https://explorer.roninchain.com/tx/0x5d346b46b48b38b9f49198fe139e88a9cbe28662c1f53de1e5230e04c175a286,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6532701,Axie Infinity (SN# 6532701),0.05994 ETH,$169.02,https://www.cryptoslam.io/owner/0x04f1d7e21295e0bf59bcb7ec34f375d9dcf4ab97,0x04f1d7e21295e0bf59bcb7ec34f375d9dcf4ab97,https://www.cryptoslam.io/owner/0x20d42be9bf9fc2a57f69e1bd3dcf9e8fcd8e3c7a,0x20d42be9bf9fc2a57f69e1bd3dcf9e8fcd8e3c7a
50 seconds ago,https://explorer.roninchain.com/tx/0xda6d543d3477f5f726a5b10e1c8ae76ccb0d063949a55ca011aa42773ac8c856,https://www.cryptoslam.io/axie-infinity/mint/4991543,Axie #4991543,0.06000 ETH,$169.19,https://www.cryptoslam.io/owner/0x2c3d050f1e461096e30ecc1e115c5e6a45cff693,0x2c3d050f1e461096e30ecc1e115c5e6a45cff693,https://www.cryptoslam.io/owner/0x6c128fa4fa49d9b778d84bc6d32da3c47c5bdf65,0x6c128fa4fa49d9b778d84bc6d32da3c47c5bdf65
50 seconds ago,https://explorer.roninchain.com/tx/0x0b393ca28ccd40bbe8c97e0cd6507adcc92f323ff7af1fe61f7a85646facce39,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6608580,Axie Infinity (SN# 6608580),0.06700 ETH,$188.92,https://www.cryptoslam.io/owner/0x97bd312f4573d9cd403ce70c616ea9ce92fd7091,0x97bd312f4573d9cd403ce70c616ea9ce92fd7091,https://www.cryptoslam.io/owner/0x6a220829691c9070fdbdfee5e3c1e350f7aebc4d,0x6a220829691c9070fdbdfee5e3c1e350f7aebc4d
50 seconds ago,https://explorer.roninchain.com/tx/0x73f9246a1926e2805eb1cc39a7a7b2ccbeaf1d0157cabca32a30d2d6c9b573ee,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6360116,Axie Infinity (SN# 6360116),0.12600 ETH,$355.29,https://www.cryptoslam.io/owner/0xf5107db17929d3799a0a707148f674067dda65e1,0xf5107db17929d3799a0a707148f674067dda65e1,https://www.cryptoslam.io/owner/0x7aa60297fbd13d9526ae3d3a4847c7b16e9d9465,0x7aa60297fbd13d9526ae3d3a4847c7b16e9d9465
53 seconds ago,https://explorer.roninchain.com/tx/0x2246709168eee1b428540fabaabeac983c5096ad9a4b7d7f30cb10f3f818b069,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6256978,Axie Infinity (SN# 6256978),0.05167 ETH,$145.69,https://www.cryptoslam.io/owner/0xda8f3860537f239ef6663405363942b30c8a3069,0xda8f3860537f239ef6663405363942b30c8a3069,https://www.cryptoslam.io/owner/0xcdff87ddd6cb0f0a507cca980b533f2767b7720d,0xcdff87ddd6cb0f0a507cca980b533f2767b7720d
53 seconds ago,https://explorer.roninchain.com/tx/0xcc0ce01379623a6b19ac1686f61776b1d520b1913cf00e4033933f353d0a8d2c,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6606699,Axie Infinity (SN# 6606699),0.04032 ETH,$113.69,https://www.cryptoslam.io/owner/0x58e7b0d519c82862533d29cc9e224c88db46b3f5,0x58e7b0d519c82862533d29cc9e224c88db46b3f5,https://www.cryptoslam.io/owner/0xee33e85befdd4c4a9fc0f664beb17547e2aac63a,0xee33e85befdd4c4a9fc0f664beb17547e2aac63a
56 seconds ago,https://explorer.roninchain.com/tx/0xc0b7aabf565ca413fb0d376a1a80bbdd4035adf125550bd53198588deaf46fa2,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6645634,Axie Infinity (SN# 6645634),0.14739 ETH,$415.60,https://www.cryptoslam.io/owner/0xa3d4d7ef0ce968e655df543c434b8586dfa00874,0xa3d4d7ef0ce968e655df543c434b8586dfa00874,https://www.cryptoslam.io/owner/0x8cfd7004ff9aec0024bba94ae755284b5801c775,0x8cfd7004ff9aec0024bba94ae755284b5801c775
56 seconds ago,https://explorer.roninchain.com/tx/0x68c5532c9fd7bbeb46eaef53ec3c58e6a7c36cf98e97220330934b1ef6fb5a3b,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6592377,Axie Infinity (SN# 6592377),0.09166 ETH,$258.46,https://www.cryptoslam.io/owner/0xf16e6c82d00cd17a6d24086118261532ed351528,0xf16e6c82d00cd17a6d24086118261532ed351528,https://www.cryptoslam.io/owner/0xa3f964b28c2c6df572bdee694d2ba9645d9cd56a,0xa3f964b28c2c6df572bdee694d2ba9645d9cd56a
1 minute ago,https://explorer.roninchain.com/tx/0xa90e5bc26679be431ba938853037a8ccf1cfea9498002bda56d860f494d48e0b,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6459219,Axie Infinity (SN# 6459219),0.08013 ETH,$225.95,https://www.cryptoslam.io/owner/0x347130426b1703f5e1f6f57fb103a2bcb1217c25,0x347130426b1703f5e1f6f57fb103a2bcb1217c25,https://www.cryptoslam.io/owner/0x992c8e8af40414d60360b6671c2904121d448d53,0x992c8e8af40414d60360b6671c2904121d448d53
1 minute ago,https://explorer.roninchain.com/tx/0xa9b6f6e3018ae01b0425b7ed94586f7d718322101e3836e3ab74ec6927c3ac53,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6374791,Axie Infinity (SN# 6374791),0.08343 ETH,$235.25,https://www.cryptoslam.io/owner/0xdf2792636dfce2455b90c9f7345cf08e66800076,0xdf2792636dfce2455b90c9f7345cf08e66800076,https://www.cryptoslam.io/owner/0xcb5cb8efea989a63c18793efc6378a79a05ec8ac,0xcb5cb8efea989a63c18793efc6378a79a05ec8ac
1 minute ago,https://explorer.roninchain.com/tx/0x3d6008f8f82df324e651d15c0659f49cda93cb4dd1910114afe707639bfd062e,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6589707,Axie Infinity (SN# 6589707),0.14500 ETH,$408.86,https://www.cryptoslam.io/owner/0x7112d49f6d3b04025a127d7e1ce5907e84d05f0f,0x7112d49f6d3b04025a127d7e1ce5907e84d05f0f,https://www.cryptoslam.io/owner/0x8cfd7004ff9aec0024bba94ae755284b5801c775,0x8cfd7004ff9aec0024bba94ae755284b5801c775
1 minute ago,https://explorer.roninchain.com/tx/0x56ba2b66634fd5fcf4d7b86c4a256fea18bb361d2f6d0aecbe88def47affb591,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6598485,Axie Infinity (SN# 6598485),0.09426 ETH,$265.78,https://www.cryptoslam.io/owner/0x7f095f75f3c317d627c0bea42cf9776ac9a78e12,0x7f095f75f3c317d627c0bea42cf9776ac9a78e12,https://www.cryptoslam.io/owner/0x664904731f198524988875d94305b526f0b2370d,0x664904731f198524988875d94305b526f0b2370d
1 minute ago,https://explorer.roninchain.com/tx/0x55b8e2b2d622b7279ac773790b92b7283f893ab756bed8a470890f56eead5da8,https://www.cryptoslam.io/axie-infinity/mint/5325771,Axie #5325771,0.13001 ETH,$366.60,https://www.cryptoslam.io/owner/0x1a43de8a0cc547504b33a922fb5c9cabe8782bdb,0x1a43de8a0cc547504b33a922fb5c9cabe8782bdb,https://www.cryptoslam.io/owner/0xd6862e5383e20134aa9bdcb8056958f7fbfd1e1c,0xd6862e5383e20134aa9bdcb8056958f7fbfd1e1c
1 minute ago,https://explorer.roninchain.com/tx/0x639ace5c44aa242d8851271e380f2001a29aee7d607742d2b60e3ff11df2d6d1,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6634629,Axie Infinity (SN# 6634629),0.08000 ETH,$225.58,https://www.cryptoslam.io/owner/0xf4a51e42bd34f3853a71a0fcb15158a21159245d,0xf4a51e42bd34f3853a71a0fcb15158a21159245d,https://www.cryptoslam.io/owner/0xf6bbe277976270537b31bb44a3a3ccfc9ae7884b,0xf6bbe277976270537b31bb44a3a3ccfc9ae7884b
1 minute ago,https://explorer.roninchain.com/tx/0x00ee6dd312024c2ba6d24ef99b14bd0cc8188d5162db04d250c3d5d494d84954,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6197818,Axie Infinity (SN# 6197818),0.07855 ETH,$221.48,https://www.cryptoslam.io/owner/0x5370d394b17163a047b4c317f7a3ce8d54295735,0x5370d394b17163a047b4c317f7a3ce8d54295735,https://www.cryptoslam.io/owner/0xb9c7180aaa18746c4b982856e9fe2cd95341d275,0xb9c7180aaa18746c4b982856e9fe2cd95341d275
1 minute ago,https://explorer.roninchain.com/tx/0x9c99d7b97f28e314c62169e0d970659206e7b25bcad2fdedb5354d7c9f7c35e4,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=5896975,Axie Infinity (SN# 5896975),0.07950 ETH,$224.17,https://www.cryptoslam.io/owner/0x4ef9390c6d8b46bb12eac0fa0bffa8739e820ee5,0x4ef9390c6d8b46bb12eac0fa0bffa8739e820ee5,https://www.cryptoslam.io/owner/0xa3f964b28c2c6df572bdee694d2ba9645d9cd56a,0xa3f964b28c2c6df572bdee694d2ba9645d9cd56a
1 minute ago,https://explorer.roninchain.com/tx/0xb409ad3da8589cb1729b3f6259b168da55f5498e3e41ee93870590fde40d8f83,https://www.cryptoslam.io/axie-infinity/mint/5840179,Axie #5840179,0.06271 ETH,$176.83,https://www.cryptoslam.io/owner/0x89f9919a35e1817b2fe277f1cb85cc4e54d5e07d,0x89f9919a35e1817b2fe277f1cb85cc4e54d5e07d,https://www.cryptoslam.io/owner/0x7c2cca9a0e3c142ce66d8540806d3fdb9792e9a5,0x7c2cca9a0e3c142ce66d8540806d3fdb9792e9a5
1 minute ago,https://explorer.roninchain.com/tx/0x0e9d6fbf3760a898ea84835bcd49e175e9d24924506167e1738fa426a763ba0f,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6390256,Axie Infinity (SN# 6390256),0.04650 ETH,$131.11,https://www.cryptoslam.io/owner/0x9f4e29a150c32b0d5811f691eee5b221dedb8814,0x9f4e29a150c32b0d5811f691eee5b221dedb8814,https://www.cryptoslam.io/owner/0x407135ff3f90ece6f0693f5e11a6614e5e22804f,0x407135ff3f90ece6f0693f5e11a6614e5e22804f
1 minute ago,https://explorer.roninchain.com/tx/0xfb30987a4ec9cffcfc96b47fe60d3d210ac6eb0faf26bd32d18cea27357d1b7a,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6579123,Axie Infinity (SN# 6579123),0.06911 ETH,$194.87,https://www.cryptoslam.io/owner/0xe62b67d382aeecc6454acbf3868971ff8c406ed4,0xe62b67d382aeecc6454acbf3868971ff8c406ed4,https://www.cryptoslam.io/owner/0x42c35852ac95e1472a09bb551a02ea04150318ca,0x42c35852ac95e1472a09bb551a02ea04150318ca
1 minute ago,https://explorer.roninchain.com/tx/0xa7d900cc14d6b796fd602519ec3809504cfa3c01313efdfef56dcf10c0f7414d,https://www.cryptoslam.io/axie-infinity/mint/4460755,Axie #4460755,0.04300 ETH,$121.25,https://www.cryptoslam.io/owner/0x9043e87949be8461fcf4d311da3aaede17c20789,0x9043e87949be8461fcf4d311da3aaede17c20789,https://www.cryptoslam.io/owner/0xc2d3420319b9a0f080ea222c28c2b2966284eeb4,0xc2d3420319b9a0f080ea222c28c2b2966284eeb4
1 minute ago,https://explorer.roninchain.com/tx/0x2e6cfaa302bf98c6f54f9a2197d4e2016f78c2faf195b805cca17df4827552c2,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6466908,Axie Infinity (SN# 6466908),0.06774 ETH,$191.01,https://www.cryptoslam.io/owner/0xe6a3c37ccb464e21615f7f5f74f2db1fe025b7ea,0xe6a3c37ccb464e21615f7f5f74f2db1fe025b7ea,https://www.cryptoslam.io/owner/0x4200c8f31607e21ac0ac77bd6d923e5767dbe6db,0x4200c8f31607e21ac0ac77bd6d923e5767dbe6db
1 minute ago,https://explorer.roninchain.com/tx/0x3776b7e5db4eabd9c0ac6bcc5d6b7400a831c74429bf9c4cda8c931dc944745f,https://www.cryptoslam.io/axie-infinity/mint/1966998,Axie #1966998,0.04250 ETH,$119.83,https://www.cryptoslam.io/owner/0xbc21d82dc99f6da7530095c2cc02999756375593,0xbc21d82dc99f6da7530095c2cc02999756375593,https://www.cryptoslam.io/owner/0x2a92e9c706105186d079356f3d86e54e34dea931,0x2a92e9c706105186d079356f3d86e54e34dea931
1 minute ago,https://explorer.roninchain.com/tx/0xf43ad6f2477c95ef281fc6bd2826b4e3330d8aeda4d20fa364b0f5747e6948e6,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6501934,Axie Infinity (SN# 6501934),0.04000 ETH,$112.79,https://www.cryptoslam.io/owner/0xd8b036276b9420b0111a437c0d30f9d010e58f4e,0xd8b036276b9420b0111a437c0d30f9d010e58f4e,https://www.cryptoslam.io/owner/0xc5f151d4b6d05bafe48c8aecd591333e5b065c9c,0xc5f151d4b6d05bafe48c8aecd591333e5b065c9c
1 minute ago,https://explorer.roninchain.com/tx/0x05ef3a19062a27c5b05b30ba961343d4a6f9773dc2e9282ca9e0e7cf2c28af50,https://www.cryptoslam.io/axie-infinity/mint/1352572,Axie #1352572,0.04600 ETH,$129.71,https://www.cryptoslam.io/owner/0x1ffd287031a74d03352face4f4257e2228147819,0x1ffd287031a74d03352face4f4257e2228147819,https://www.cryptoslam.io/owner/0x4662e4d0b9563eda1226df01a88243421ffcb5db,0x4662e4d0b9563eda1226df01a88243421ffcb5db
1 minute ago,https://explorer.roninchain.com/tx/0x61de995e89ecacf9effb562fe60b39f2b77b064bcf84c8de76946783132844d4,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6444695,Axie Infinity (SN# 6444695),0.06191 ETH,$174.59,https://www.cryptoslam.io/owner/0x89de6bc662cdc76cb5dafdff711cb7ad3657cb12,0x89de6bc662cdc76cb5dafdff711cb7ad3657cb12,https://www.cryptoslam.io/owner/0x59ad367f4bc4c4bbb98bb1d05c2a58ae2fe5ac8d,0x59ad367f4bc4c4bbb98bb1d05c2a58ae2fe5ac8d
