date,hash_add_etherscan,mint_link_cryptoslam,nft,price_eth,price_usd,seller_profil_cryptoslam,seller_add,buyer_profil_cryptoslam,buyer_add
8 minutes ago,https://explorer.roninchain.com/tx/0x036727f03fefa8948979a50534f7abf0340228e9233fe34ac9ae63e44e101e89,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6384963,Axie Infinity (SN# 6384963),0.05995 ETH,$169.05,https://www.cryptoslam.io/owner/0xdc2ee54826ecc345b2c075283741e05532961fa5,0xdc2ee54826ecc345b2c075283741e05532961fa5,https://www.cryptoslam.io/owner/0x03c9d4ff11dfacb5a8829989baf74e8ec3a47c64,0x03c9d4ff11dfacb5a8829989baf74e8ec3a47c64
8 minutes ago,https://explorer.roninchain.com/tx/0x4444a7fb7f5317c4fd1b96965cf7c41f776cecb26f738880bd5f7d6bf3c53dae,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6546619,Axie Infinity (SN# 6546619),0.10500 ETH,$296.07,https://www.cryptoslam.io/owner/0x33a1c52cacbb0e294028ee1de311dbb934221b6f,0x33a1c52cacbb0e294028ee1de311dbb934221b6f,https://www.cryptoslam.io/owner/0x4efb4657c864c6a02a4fde396c8aceeb7854013e,0x4efb4657c864c6a02a4fde396c8aceeb7854013e
8 minutes ago,https://explorer.roninchain.com/tx/0xff627b8c2a3a0f7d32b858659c41d270449e635dcdcd152801fcd4c2f5a8da09,https://www.cryptoslam.io/axie-infinity/mint/1874849,Axie #1874849,0.03922 ETH,$110.58,https://www.cryptoslam.io/owner/0x2302eda46ea55c7b797a77639921f940967f99e1,0x2302eda46ea55c7b797a77639921f940967f99e1,https://www.cryptoslam.io/owner/0x41fde1920387cccbd705a7bf068e4550553c784e,0x41fde1920387cccbd705a7bf068e4550553c784e
8 minutes ago,https://explorer.roninchain.com/tx/0x4ec8b0ca9753d34e1ca21dfb010c3f06385a2758eecb1d5fb0e741909371f3d7,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6503903,Axie Infinity (SN# 6503903),0.06680 ETH,$188.36,https://www.cryptoslam.io/owner/0x40998c276d77d00f9f0b46442bfe7aed1046433d,0x40998c276d77d00f9f0b46442bfe7aed1046433d,https://www.cryptoslam.io/owner/0xc0f2283f75ebbf35cabd28e8dabe7dd1541c73cf,0xc0f2283f75ebbf35cabd28e8dabe7dd1541c73cf
8 minutes ago,https://explorer.roninchain.com/tx/0x40e61d19e73ac265ff4213e00d6e7ba22ddb9277769a5b4f98e1e6946e964ff8,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6605930,Axie Infinity (SN# 6605930),0.04440 ETH,$125.20,https://www.cryptoslam.io/owner/0x6390e18268889fd6f1b35c54ab528bb6a2e9b98b,0x6390e18268889fd6f1b35c54ab528bb6a2e9b98b,https://www.cryptoslam.io/owner/0x95f88dd013a37324b2ac51d33f97f4442ec8437f,0x95f88dd013a37324b2ac51d33f97f4442ec8437f
8 minutes ago,https://explorer.roninchain.com/tx/0x4e953d52100508b9a0fcc5b270c9d1592e56e87bd4aebfe61dd17ef86beeb855,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6575855,Axie Infinity (SN# 6575855),0.08373 ETH,$236.09,https://www.cryptoslam.io/owner/0x366fec0128ef8a988bb37400d9959dd74041c045,0x366fec0128ef8a988bb37400d9959dd74041c045,https://www.cryptoslam.io/owner/0x0253681efb51bbce0da80dc31c624c98a633fc18,0x0253681efb51bbce0da80dc31c624c98a633fc18
8 minutes ago,https://explorer.roninchain.com/tx/0xabbe5c98894c2c6228ed11e4f9fa4261fa8abe3c4e0968767a181d65be4b2888,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6471880,Axie Infinity (SN# 6471880),0.05869 ETH,$165.49,https://www.cryptoslam.io/owner/0xeeb59f0c993a32fdc0577d58e65b31c9e7660051,0xeeb59f0c993a32fdc0577d58e65b31c9e7660051,https://www.cryptoslam.io/owner/0x56ffe75c07da5ce687b7f244d4caa4bfa0dfd50e,0x56ffe75c07da5ce687b7f244d4caa4bfa0dfd50e
8 minutes ago,https://explorer.roninchain.com/tx/0x5c932417e6d96d1dd0c546c36df4fdab3096fa5110cdfd8d8dde77db1004e4e0,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6603568,Axie Infinity (SN# 6603568),0.04100 ETH,$115.61,https://www.cryptoslam.io/owner/0x8493aac8843422ce9d73411bc75ee84384d2339f,0x8493aac8843422ce9d73411bc75ee84384d2339f,https://www.cryptoslam.io/owner/0x31f3debd60aa0f46e56a803ff6f6fa9905ad5b63,0x31f3debd60aa0f46e56a803ff6f6fa9905ad5b63
8 minutes ago,https://explorer.roninchain.com/tx/0x243774c61d81e4f30ee335b1199dc01b11999f4a9969d3584b10a214afefefdc,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6474132,Axie Infinity (SN# 6474132),0.07000 ETH,$197.38,https://www.cryptoslam.io/owner/0xe5a25b785faea4b99ee95de1b2a18b6a2d53bd18,0xe5a25b785faea4b99ee95de1b2a18b6a2d53bd18,https://www.cryptoslam.io/owner/0xaa05197e968e9f4bb3b570ab0c135455de03fb10,0xaa05197e968e9f4bb3b570ab0c135455de03fb10
8 minutes ago,https://explorer.roninchain.com/tx/0xc63e44ea46ceb9254db6e89307db519710915791fcd48db6178b9d4723a20a3f,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6360267,Axie Infinity (SN# 6360267),0.09990 ETH,$281.70,https://www.cryptoslam.io/owner/0xe555369a894fc3e23e59b585926dd355f6801318,0xe555369a894fc3e23e59b585926dd355f6801318,https://www.cryptoslam.io/owner/0x3b6bf924523dea2c13b734238c109c34aa7e2a11,0x3b6bf924523dea2c13b734238c109c34aa7e2a11
8 minutes ago,https://explorer.roninchain.com/tx/0xf92e28f929fa9e088805f0d306f8b9e9ac8b1bf0a451e6e66451c7abd9ec2a6d,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6549636,Axie Infinity (SN# 6549636),0.15780 ETH,$444.96,https://www.cryptoslam.io/owner/0x5de7bcd0fbe7a9774fee54d36ff05a7fc809611b,0x5de7bcd0fbe7a9774fee54d36ff05a7fc809611b,https://www.cryptoslam.io/owner/0xce39a25720f337022e4817725bccac325b7bdfb2,0xce39a25720f337022e4817725bccac325b7bdfb2
8 minutes ago,https://explorer.roninchain.com/tx/0x6ab6404e13eb1cb3d3e303e55afa4fcede7891437a1f1eb96bbbf2b31b5dedb7,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6562308,Axie Infinity (SN# 6562308),0.09984 ETH,$281.54,https://www.cryptoslam.io/owner/0x57c5b7ac492086fdb5b163b2bc258f87c1ddd387,0x57c5b7ac492086fdb5b163b2bc258f87c1ddd387,https://www.cryptoslam.io/owner/0x5c2f2417d86d6d1132bd8d669168997a24c082b6,0x5c2f2417d86d6d1132bd8d669168997a24c082b6
8 minutes ago,https://explorer.roninchain.com/tx/0xa7a32610898c37410aa880f4d5941b52d75fdd49b3427c7d172d949052bda369,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6595733,Axie Infinity (SN# 6595733),0.08353 ETH,$235.55,https://www.cryptoslam.io/owner/0x61cb532cba6711050071ec15bd3524c34c7e6b81,0x61cb532cba6711050071ec15bd3524c34c7e6b81,https://www.cryptoslam.io/owner/0xbe872a00f834df89e934871f906e8cc610e26688,0xbe872a00f834df89e934871f906e8cc610e26688
8 minutes ago,https://explorer.roninchain.com/tx/0xad21242b30dc7bac0508b8b0fe2fcdc76f218059bd9858ca5fc226d4214dbd54,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6410848,Axie Infinity (SN# 6410848),0.07086 ETH,$199.82,https://www.cryptoslam.io/owner/0x8c9991178b81ddf03674669648e6328d06818484,0x8c9991178b81ddf03674669648e6328d06818484,https://www.cryptoslam.io/owner/0xe3d02a5d99f5edc0a8f7c27745b7daef44819487,0xe3d02a5d99f5edc0a8f7c27745b7daef44819487
8 minutes ago,https://explorer.roninchain.com/tx/0x96911132fafbfa8491866003e80e4d9737acb78655446210fceacd8316ee95fe,https://www.cryptoslam.io/axie-infinity/mint/5649280,Axie #5649280,0.12000 ETH,$338.37,https://www.cryptoslam.io/owner/0x9e7387322fa5194aeab39ec77e2181c3c872071f,0x9e7387322fa5194aeab39ec77e2181c3c872071f,https://www.cryptoslam.io/owner/0x885e11934b9ceea9a1a4137b8488863be2190a75,0x885e11934b9ceea9a1a4137b8488863be2190a75
8 minutes ago,https://explorer.roninchain.com/tx/0x537e2401f7e3734e679abd7245bbe9b9e168a6cbb07a357d4b15a250904ebd0a,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6626161,Axie Infinity (SN# 6626161),0.08867 ETH,$250.02,https://www.cryptoslam.io/owner/0xf243eaadae239839f109590809b2fcfb228921cc,0xf243eaadae239839f109590809b2fcfb228921cc,https://www.cryptoslam.io/owner/0xd4b16df58195c289db2fd961639eeef7a73869dc,0xd4b16df58195c289db2fd961639eeef7a73869dc
8 minutes ago,https://explorer.roninchain.com/tx/0x1a08e472e0b414823dea80a0810ed8d68ffdcf8c94bd269c2643ef6ccdb0984a,https://www.cryptoslam.io/axie-infinity/mint/5774201,Axie #5774201,0.04000 ETH,$112.79,https://www.cryptoslam.io/owner/0xa6cb50f6f483200dcb4e9843b8458cce83ae7f8e,0xa6cb50f6f483200dcb4e9843b8458cce83ae7f8e,https://www.cryptoslam.io/owner/0xa774692a44e8213dc8efb728c2c2f7773c9f3b28,0xa774692a44e8213dc8efb728c2c2f7773c9f3b28
8 minutes ago,https://explorer.roninchain.com/tx/0x64494d30496020d1e225c19828acc55055f1424de35abf46a0ffad5564de300b,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6533036,Axie Infinity (SN# 6533036),0.06000 ETH,$169.19,https://www.cryptoslam.io/owner/0x2ad2a0c13362634a74a0d0d5c665e31ab02378a6,0x2ad2a0c13362634a74a0d0d5c665e31ab02378a6,https://www.cryptoslam.io/owner/0xb20552c8066e3ebc095fb558e24ee12460cad78a,0xb20552c8066e3ebc095fb558e24ee12460cad78a
8 minutes ago,https://explorer.roninchain.com/tx/0x4fd9675499ad039a3dcd1d4b4d565a2e32ffa004e4d8c824aba4d595566bba8b,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6551055,Axie Infinity (SN# 6551055),0.08025 ETH,$226.29,https://www.cryptoslam.io/owner/0x8d6ff61a34d0bf527d59fde60e24a75de9938f60,0x8d6ff61a34d0bf527d59fde60e24a75de9938f60,https://www.cryptoslam.io/owner/0xf4e38ca2f5cdf32270bd152d099ee8697ae9e969,0xf4e38ca2f5cdf32270bd152d099ee8697ae9e969
8 minutes ago,https://explorer.roninchain.com/tx/0xdfe9a3a0aec1c7ccc9c5f4ae111214e465bd40310a8f13c38bafa5213d9abfaf,https://www.cryptoslam.io/axie-infinity/mint/1600470,Axie #1600470,0.07000 ETH,$197.38,https://www.cryptoslam.io/owner/0x88b313960f370b4a4d284e1799deeb2ce25e48d0,0x88b313960f370b4a4d284e1799deeb2ce25e48d0,https://www.cryptoslam.io/owner/0x77475493f34e9f88733a679514e2a4c0a7b9a5b2,0x77475493f34e9f88733a679514e2a4c0a7b9a5b2
8 minutes ago,https://explorer.roninchain.com/tx/0x72abd6694c6e6977f87adc1cd8be76da2ff98e4b73ce2bbc34a046c2bef945c8,https://www.cryptoslam.io/axie-infinity/mint/3211578,Axie #3211578,0.06000 ETH,$169.19,https://www.cryptoslam.io/owner/0x58e765b207f61483d3637b890d70d4ae33438751,0x58e765b207f61483d3637b890d70d4ae33438751,https://www.cryptoslam.io/owner/0xa05b9ddcc3e5caf2aac56964e01683e7f8b0367a,0xa05b9ddcc3e5caf2aac56964e01683e7f8b0367a
8 minutes ago,https://explorer.roninchain.com/tx/0x0d4748a0ea7b1f005909a9ef86476d4dced8b3d4470c66d9c71655a10f2ee7bb,https://www.cryptoslam.io/axie-infinity/mint/3934511,Axie #3934511,0.04100 ETH,$115.61,https://www.cryptoslam.io/owner/0x786e02d95fdfa68c8fd2f9d9ec88667d12c1df2f,0x786e02d95fdfa68c8fd2f9d9ec88667d12c1df2f,https://www.cryptoslam.io/owner/0x661665eea8f279ef008215cf6d3f5e395af60803,0x661665eea8f279ef008215cf6d3f5e395af60803
8 minutes ago,https://explorer.roninchain.com/tx/0xd061046bf042004cea523719442a9cd8eec15701ebc1cf03a983b84ba3e23007,https://www.cryptoslam.iohttps://etherscan.io/token/0x32950db2a7164ae833121501c797d79e7b79d74c?a=6411531,Axie Infinity (SN# 6411531),0.04022 ETH,$113.41,https://www.cryptoslam.io/owner/0x9789eccfacea22adbd980f91a9a1b687afa2b1b9,0x9789eccfacea22adbd980f91a9a1b687afa2b1b9,https://www.cryptoslam.io/owner/0x72fe423d16630fa1efe075a042a4c92a896cc367,0x72fe423d16630fa1efe075a042a4c92a896cc367
